Reference Type,Author,Title,Year,Secondary Title,DOI,URL,Abstract,Keywords,Label
Article,Li Z.; Yang Z.; Xie S.; Chen W.; Liu K.,Credit-Based Payments for Fast Computing Resource Trading in Edge-Assisted Internet of Things,2019,IEEE Internet of Things Journal,10.1109/JIOT.2019.2908861,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066292107&doi=10.1109%2fJIOT.2019.2908861&partnerID=40&md5=a619fbb2e85eea186cdf802aaaedce5c,"The introduction of edge computing into blockchain-enabled Internet of Things (IoT) for offloading computational tasks is attracting increasing attention. Computing resource trading unavoidably happens in edge-assisted IoT. However, efficient computing resource trading cannot be achieved because of the 'cold start' and 'long return' problems. To address these challenges, we propose to use a credit-based payment for fast computing resource trading in edge-assisted blockchain-enabled IoT; therefore, the IoT nodes can finish fast payment and frequent trading by borrowing resource coins from other IoT nodes based on their credit values. In our resource-coin loan problem, we propose an iterative double-auction-based algorithm, where a broker is introduced to solve the loan allocation problem and to determine the size of the loan each lender would provide to each borrower. Furthermore, the broker enforces specific loan pricing rules to induce the borrowers and lenders to bid truthfully. Then, the hidden privacy information could be extracted to achieve the optimal resource-coin allocation and loan pricing. The proposed algorithm can maximize the economic benefits while protecting privacy. Simulations showed that the proposed algorithm can maximize social welfare. In addition, we compared the proposed algorithm with the credit-bank-based method in terms of the satisfaction function and payments. The experimental results demonstrated that the proposed algorithm was individually rational, truthful, and budget-balanced. © 2014 IEEE.",Computing resource trading; double auction; edge computing; Internet of Things (IoT); loan,Li:2019:1
Article,Viriyasitavat W.; Da Xu L.; Bi Z.; Sapsomboon A.,New blockchain-based architecture for service interoperations in internet of things,2019,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2019.2924442,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069904891&doi=10.1109%2fTCSS.2019.2924442&partnerID=40&md5=45f89d436271378eaa874304151ca971,"Internet of Things (IoT) is able to integrate the computation and physical processes as services in the social world. The number of services at the edge of IoT is rising rapidly due to the prevalent uses of smart devices and cyber-physical systems (CPSs). To explore the promising applications of IoT services, one of the challenges is to enable the interoperability of the services in a decentralized environment. The blockchain technology (BCT) has been proven as a promising solution to establish the trust of data and call for executions; theoretically, it can be used to support the interoperability of services. BCT verifies data or a process and stores it as a transaction in a distributed ledger. Similar to the topology to IoT, applying BCT at the edges of the network exhibits the distributed characteristic. However, currently, BCT is still facing the challenges for interoperability due to a number of factors such as consensus protocols, block sizes, and interval of blocks. Prominent protocols such as proof-of-work (PoW) may cause excessive delays in finality settlement. One promising protocol Practical Byzantine Fault Tolerant offers a fast finality settlement and uses hyperledger to support the scalability; however, the trust might also be a concern if the validators are chosen improperly. This paper discusses the interoperability of IoT services and the challenges and proposes an architecture solution by integrating BCT, service-oriented architecture (SoA), and enablers of key performance indicators (KPIs) and service selections. The proposed architecture aims to solve both interoperability and trust issues for IoT services. The feasibility of the proposed method is validated by the examples of smart contract implementations. © 2019 IEEE.",and services; architecture; Blockchain technology (BCT); consensus; cyber-physics system; distributed system; Internet of Things (IoT); smart contract,Viriyasitavat:2019:1
Conference Proceedings,Cui H.; Chen Z.; Xi Y.; Chen H.; Hao J.,IoT data management and lineage traceability: A blockchain-based solution,2019,"2019 IEEE/CIC International Conference on Communications Workshops in China, ICCC Workshops 2019",10.1109/ICCChinaW.2019.8849969,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073594592&doi=10.1109%2fICCChinaW.2019.8849969&partnerID=40&md5=3ce7b46d92b5422ff248bed173d6a9fb,"The Internet of Things is stepping out of its infancy into full maturity, requiring massive data processing and storage. Unfortunately, because of the unique characteristics of resource constraints, short-range communication, and self-organization in IoT, it always resorts to the cloud or fog nodes for outsourced computation and storage, which has brought about a series of novel challenging security and privacy threats. For this reason, one of the critical challenges of having numerous IoT devices is the capacity to manage them and their data. A specific concern is from which devices or Edge clouds to accept join requests or interaction requests. This paper discusses a design concept for developing the IoT data management platform, along with a data management and lineage traceability implementation of the platform based on blockchain and smart contracts, which approaches the two major challenges: how to implement effective data management and enrich rational interoperability for trusted groups of linked Things; And how to settle conflicts between untrusted IoT devices and its requests taking into account security and privacy preserving. Experimental results show that the system scales well with the loss of computing and communication performance maintaining within the acceptable range, works well to effectively defend against unauthorized access and empower data provenance and transparency, which verifies the feasibility and efficiency of the design concept to provide privacy, fine-grained, and integrity data management over the IoT devices by introducing the blockchain-based data management platform. © 2019 IEEE.",Blockchain; Data Management; Internet of Things (IoT); Privacy,Cui:2019:1
Article,Chaudhary R.; Jindal A.; Aujla G.S.; Aggarwal S.; Kumar N.; Choo K.-K.R.,BEST: Blockchain-based secure energy trading in SDN-enabled intelligent transportation system,2019,Computers and Security,10.1016/j.cose.2019.05.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066274740&doi=10.1016%2fj.cose.2019.05.006&partnerID=40&md5=81f4d4161c9296321cc401c2213c62c8,"Tactile Internet is a fairly recent technological trend associated with the Internet-of-Things (IoT)era, with potential applications in a broad range of industrial, societal and business use cases. The real-time machine-to-machine and human-to-machine interactions (e.g., in unmanned vehicles and the underpinning infrastructure within the smart city ecosystem)in the intelligent transportation sector, for example, contribute to the potential utility of Tactile Internet in this particular sector (and the broader smart city). In the context of unmanned vehicles, such as unmanned aerial vehicles and electric (ground)vehicles, one of several key challenges to its broader utility is how to design a secure energy trading ecosystem that can be used for purposes such as charging and discharging from the supporting smart grids. Most existing approaches in the literature focused on conventional and centralized security mechanisms, which may not be applicable for energy trading in a smart city environment. Moreover, the need for real-time processing for energy trading computation is one of the essential requirements of Tactile Internet. Therefore, to address these challenges, BEST: a Blockchain-based secure energy trading scheme for electric vehicles (EVs)is proposed in this paper. Specifically, in BEST, blockchain is used to validate EVs’ requests in a distributed manner; thus, ensuring resilience against the single point of failure. The miner nodes are selected to validate the requests on the basis of energy requirements, time of stay, dynamic pricing, and connectivity record, as well as other factors that are crucial for the operator at the time of operation. Moreover, to provide low latency and real-time services, software-defined networking is used as the network's backbone to transfer EVs’ requests to a global software defined network controller. Finally, BEST is evaluated on the basis of the communication and computation costs incurred during various transactions between the EVs and the smart grid. A case study is also provided to demonstrate the potential deployment of BEST in energy trading. © 2019 Elsevier Ltd",5G; Blockchain; Energy trading; Intelligent transportation system; Smart city; Smart nation; Software-defined networking; Tactile Internet,Chaudhary:2019:1
Conference Proceedings,Rahman M.A.; Rashid M.M.; Barnes S.J.; Abdullah S.M.,A Blockchain-based Secure Internet of Vehicles Management Framework,2019,"2019 UK/China Emerging Technologies, UCET 2019",10.1109/UCET.2019.8881874,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074915610&doi=10.1109%2fUCET.2019.8881874&partnerID=40&md5=70efad957a7ec1bd32741abeca1f0eea,"In this paper, we propose a secure internet of vehicles (IoV) framework that can handle the transportation ecosystem of a very large and dynamic crowd. The framework will allow personalized and location-aware vehicle IoT data to store in blockchain and off-chain repositories for secure sharing with one's community of interest. As a test case of our proposed application, we have developed distributed smartphone applications that can be interfaced with the OBD-II interface to collect in-vehicle data from the CAN bus of a vehicle and an ambient intelligent environment consisting of IoT devices. The in-vehicle environment can collect vehicle sensory information, process the sensory data within the mobile edge network and store the transactions and the raw sensory data to blockchain and off-chain repositories through secure digital wallets. Finally, we will present our implemented framework and initial test results. © 2019 IEEE.",blockchain; internet of vehicles; off-chain,Rahman:2019:1
Conference Proceedings,Rashid M.A.; Pajooh H.H.,A security framework for iot authentication and authorization based on blockchain technology,2019,"Proceedings - 2019 18th IEEE International Conference on Trust, Security and Privacy in Computing and Communications/13th IEEE International Conference on Big Data Science and Engineering, TrustCom/BigDataSE 2019",10.1109/TrustCom/BigDataSE.2019.00043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075173741&doi=10.1109%2fTrustCom%2fBigDataSE.2019.00043&partnerID=40&md5=d3381503dfd17ae8831aa2760c45f01a,"The decentralized and distributed nature of the Blockchain technology makes it a suitable solution to improve the device-to-device communication security challenges. This work explores the possible application of blockchain technology to address the IoT security problems under the 5G cellular system. We propose a multi-layer security network model for IoT network based on blockchain technology. The proposed model addresses the problems associated with the actual deployment of the blockchain technology by dividing the IoT network into a multi-layer decentralized system. In the proposed model, we divide the network into K-unknown clusters using Evolutionary Computation algorithms which are Genetic Algorithms (GAs) and Particle Swarm Optimization (PSO). A local authentication mechanism is chosen for authentication and authorization purpose within each cluster handed by each Cluster Head (CH). The high security and credibility assurance of the blockchain technology provides an authentication mechanism for CHs communication with each other and Base Stations (BS) through a local blockchain implementation without a central authority. We also propose a global blockchain implementation for BSs communications. Finally, our proposal implements an open source blockchain platform Hyperledger Fabric to verify the proposed system. © 2019 IEEE.",Authentication; Blockchain; Device to device communication; Internet of Things; Security; Smart contracts,Rashid:2019:1
Article,Leiba O.; Bitton R.; Yitzchak Y.; Nadler A.; Kashi D.; Shabtai A.,IoTPatchPool: Incentivized delivery network of IoT software updates based on proofs-of-distribution,2019,Pervasive and Mobile Computing,10.1016/j.pmcj.2019.04.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066926531&doi=10.1016%2fj.pmcj.2019.04.010&partnerID=40&md5=6b8b5307903ce84f0450f5d96482db1d,"In this paper we introduce IoTPatchPool — a novel scheme that enables an incentivized distributed delivery network of IoT software updates. We use a decentralized storage network for reducing the load on the vendor when distributing patches toward IoT devices, and eliminating central points of failure. Unlike existing peer-to-peer file sharing networks which have a fundamental availability problem for unpopular files, our protocol utilizes blockchain-based smart contracts to incentivize independent peers, termed distributors, by means of cryptocurrency payments. A vendor of IoT devices deploys a smart contract with a deposit, which acts as a publicly verifiable binding bid for delivery of patches to a specific set of IoT endpoints. Distributors will compete for delivering the updates to the desired IoT devices and present proofs-of-distribution in exchange for cryptocurrency payments. We address the fair exchange problem between distributors and the consuming IoT devices by utilizing a variation of the Zero-Knowledge Contingent Payments (ZKCP) protocol, ensuring that the process is trustless. This can encourage the participation of a large number of distributors, and thus facilitate a rapid scale-out of the system. Finally, we present and evaluate a prototype implementation combining the BitTorrent network with the cryptocurrency Ethereum. © 2019 Elsevier B.V.",,Leiba:2019:1
Conference Proceedings,Vashistha M.; Barbhuiya F.A.,Blockchain in smart power grid infrastructure,2019,"BSCI 2019 - Proceedings of the 2019 ACM International Symposium on Blockchain and Secure Critical Infrastructure, co-located with AsiaCCS 2019",10.1145/3327960.3332388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069940464&doi=10.1145%2f3327960.3332388&partnerID=40&md5=51533ab1ce25db7dbad32de6990c8f87,"Internet of Things(IoT) is playing a vital role in making the digital world smarter with widely adopted applications. One of the important application of such a system is Smart Power Grid. A critical system like Smart Power Grid requires stringent security measures like immutability of the data sensed by IoT based sensors, verifiability of records etc. It is also important that the system works in a decentralised manner as there are multiple sources of power in a Grid which are from different administrative domain. This paper represents a system which will help to address concerns about security, privacy, Identity along with immutability and verifiability of records. The proposed system allows exchange and collection of data in a decentralized, peer-to-peer, trustless network of devices using BlockChain. © 2019 Association for Computing Machinery.",Blockchain in Smart Grid; Industrial IoT; Smart Grid Security,Vashistha:2019:1
Conference Proceedings,Zhang G.; Xie J.,Blockchain-enabled security-aware applications in home internet of thing,2019,"Proceedings - 2019 International Conference on Communications, Information System, and Computer Engineering, CISCE 2019",10.1109/CISCE.2019.00130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071908190&doi=10.1109%2fCISCE.2019.00130&partnerID=40&md5=5d28fe631358dbd937a630e8a9f2efec,"Data security and privacy protection in the Internet of Things (IoT) have attracted wide attention, especially in private scenarios, such as Home Internet of Things (HIoT). Data de-centralization and mature encryption technology based on blockchain technology provide a proper security guarantee for HIoT. However, common blockchain technology consensus algorithm consumes a lot of computing resources of devices, and it is easy to cause network congestion in LAN due to the size of each transaction and transactions' frequently spread. Just Blockchain Storage Model (JBSM) means every blockchain node in the network stores all of the transaction data that launched in the whole blockchain network, there is no doubt that JBSM consumes a lot of storage resources. In this paper, we propose a Blockchain and Centralized Storage Model (BCSM) for HIoT, which reduces the network bandwidth occupied by transaction data and increases the speed of transaction verification by reducing the size of transaction data. The model consists of three parts: HIoT, Blockchain Network and Cloud Storage Server. This paper analyses how BCSM improves transaction efficiency. Finally, through the simulation experiment on Tencent BaaS, the model is compared with the JBSM, which shows the method in this paper not only has the data security characteristic endowed by the blockchain but also improves the transaction efficiency to a certain extent. © 2019 IEEE.",Blockchain; Internet of Things security; Optimized model,Zhang:2019:1
Conference Proceedings,Cui P.; Guin U.,Countering Botnet of Things using Blockchain-Based Authenticity Framework,2019,"Proceedings of IEEE Computer Society Annual Symposium on VLSI, ISVLSI",10.1109/ISVLSI.2019.00112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072958341&doi=10.1109%2fISVLSI.2019.00112&partnerID=40&md5=908d7903f45c78df2f86ee11d9424b68,"The success and widespread use of Internet of Things (IoT) bring remarkable contributions and economic benefits in various fields. However, the increasing number of devices also raises security concerns. The prevalence of Botnet of Things (BoT) has been observed and it has been recently reported that the launched attacks affect multiple domains and have caused unacceptable losses. As majority of IoT devices are manufactured off-shore, ensuring their identity becomes one of the major challenges. Cloned devices, with backdoors for malicious purposes, can provide an undue advantage of the adversary to compromise a system even though proper security measures are in place. In this paper, we propose a novel blockchain-based framework to provide traceability of hardware. A unique identity for every IoT device is ensured using a physically unclonable function (PUF). The blockchain provides the verification of these devices by comparing these unique IDs. HyperLedger is selected to implement the blockchain-based framework, and its performance is being evaluated and analyzed. © 2019 IEEE.",Blockchain; Botnet; Cloning; Device Identity; Hardware Security; Internet of Things (IoT); Physically Unclonable Functions (PUF),Cui:2019:1
Conference Proceedings,Huang Z.; Suankaewmanee K.; Kang J.; Niyato D.; Sin N.P.,Development of reliable wireless communication system for secure blockchain-based energy trading,2019,JCSSE 2019 - 16th International Joint Conference on Computer Science and Software Engineering: Knowledge Evolution Towards Singularity of Man-Machine Intelligence,10.1109/JCSSE.2019.8864210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074221632&doi=10.1109%2fJCSSE.2019.8864210&partnerID=40&md5=d0cfd48a0886e2b53c6b4f76838f9d57,"Blockchain technology is being developed rapidly in recent years. It has been applied to stock trading, supply chain auditing, crowd-funding, energy trading, and Internet-of-Things. Specifically, in Internet-of-Things applications, how the data is transmitted before reaching a blockchain platform reliably is a challenging issue. In this paper, we focus on an energy trading scenario with Internet-of-Things blockchain applications for energy trading. In this scenario, energy generated from renewable sources can be traded in a peer-To-peer manner among micro-grids. This requires a high level of data communication reliability. Blockchain is adopted as an effective decentralized transaction management solution. In particular, we propose a proof-of-concept for reliable data transmission from smart meters to the blockchain based on Sigfox technology and the Ethereum. To enhance reliability, we configure the base station antenna as a block-based mode and propose a physical data layer for wireless communication. We perform extensive experiments to evaluate the performance of the proposed wireless communication system for the blockchain. © 2019 IEEE.",,Huang:2019:1
Conference Proceedings,Kandah F.; Cancelleri J.; Reising D.; Altarawneh A.; Skjellum A.,"A hardware-software codesign approach to identity, trust, and resilience for IoT/CPS at scale",2019,"Proceedings - 2019 IEEE International Congress on Cybermatics: 12th IEEE International Conference on Internet of Things, 15th IEEE International Conference on Green Computing and Communications, 12th IEEE International Conference on Cyber, Physical and Social Computing and 5th IEEE International Conference on Smart Data, iThings/GreenCom/CPSCom/SmartData 2019",10.1109/iThings/GreenCom/CPSCom/SmartData.2019.00191,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074841556&doi=10.1109%2fiThings%2fGreenCom%2fCPSCom%2fSmartData.2019.00191&partnerID=40&md5=6150bb5ed09aa5544f93bdb4f36f346e,"Advancement in communication technologies and the Internet of Things (IoT) is driving adoption in smart cities that aims to increase operational efficiency and improve the quality of services and citizen welfare, among other potential benefits. The privacy, reliability, and integrity of communications must be ensured so that actions can be appropriate, safe, accurate, and implemented promptly after receiving actionable information. In this work, we present a multi-Tier methodology consisting of an authentication and trust-building/distribution framework designed to ensure the safety and validity of the information exchanged in the system. Blockchain protocols and Radio Frequency-Distinct Native Attributes (RF-DNA) combine to provide a hardware-software codesigned system for enhanced device identity and overall system trustworthiness. Our threat model accounts for counterfeiting, breakout fraud, and bad mouthing of one entity by others. Entity trust (e.g., IoT devices) depends on quality and level of participation, quality of messages, lifetime of a given entity in the system, and the number of known 'bad' (non-consensus) messages sent by that entity. Based on this approach to trust, we are able to adjust trust upward and downward as a function of real-Time and past behavior, providing other participants with a trust value upon which to judge information from and interactions with the given entity. This approach thereby reduces the potential for manipulation of an IoT system by a bad or byzantine actor. © 2019 IEEE.",Blockchain; IoT; RF-DNA Fingerprinting; Trust management,Kandah:2019:1
Article,Choi Y.-J.; Kang H.-J.; Lee I.-G.,Scalable and secure internet of things connectivity,2019,Electronics (Switzerland),10.3390/electronics8070752,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069906596&doi=10.3390%2felectronics8070752&partnerID=40&md5=c63727cfd2333e5b1e5b18e8aacd9e32,"The Internet of things (IoT) technology, which is currently considered the new growth engine of the fourth industrial revolution, affects our daily life and has been applied to various industrial fields. Studies on overcoming the limitations of scalability and stability in a centralized IoT operating environment by employing distributed blockchain technology have been actively conducted. However, the nature of IoT that ensures connectivity with multiple objects at any time and any place increases security threats. Further, it extends the influence of the cyber world into the physical domain, resulting in serious damage to human life and property. Therefore, we aim to study a method to increase the security of IoT devices and effectively extend them simultaneously. To this end, we analyze the authentication methods and limitations of traditional IoT devices and examine cases for improving IoT environments by using blockchain technology. Accordingly, we propose a framework that allows IoT devices to be securely connected and extended to other devices by automatically evaluating security using blockchain technology and the whitelist. The method proposed in this paper restricts the extension of devices vulnerable to security risks by imposing penalties and allows only devices with high security to be securely and quickly authenticated and extended without user intervention. In this study, we applied the proposed method to IoT network simulation environments and observed that the number of devices vulnerable to security was reduced by 48.5% compared with traditional IoT environments. © 2019 by the authors.",Authentication; Blockchain; IoT; Scalability; Secure; Whitelist,Choi:2019:1
Conference Proceedings,Dawod A.; Georgakopoulos D.; Jayaraman P.P.; Nirmalathas A.,Advancements towards Global IoT device discovery and integration,2019,"Proceedings - 2019 IEEE International Congress on Internet of Things, ICIOT 2019 - Part of the 2019 IEEE World Congress on Services",10.1109/ICIOT.2019.00034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072771525&doi=10.1109%2fICIOT.2019.00034&partnerID=40&md5=3321d9c28f6842ec32211e7fa05843df,"This position paper presents recent results in developing a blockchain-based solution for Global IoT Device Discovery and Integration (GIDDI). GIDDI makes IoT application development more efficient and cost-effective via enabling (1) sharing and reuse of existing IoT devices owned and maintained by different providers, and (2) deployment of new IoT devices that is supported by a revenue generation scheme for their providers. More specifically, this paper proposes a distributed IoT ledger that is specifically designed for managing the metadata needed for GIDDI. This GIDDI Blockchain is IoT-owned (i.e., it is not controlled by any individual or organization) and is IoT-scaled (i.e., it can support the discovery and reuse of millions of IoT devices). In addition to the GIDDI Blockchain, this paper outlines the design of a GIDDI Marketplace that provides the functionality needed for IoT device registration, query, integration, payment and security via the proposed GIDDI Blockchain. Finally, the paper outlines a prototype GIDDI Blockchain implementation and discusses future research in this area. © 2019 IEEE.",IoT; IoT blockchain; IoT device description; IoT device discovery; IoT device integration,Dawod:2019:1
Conference Proceedings,Rahman M.A.; Loukas G.; Abdullah S.M.; Abdu A.; Rahman S.S.; Hassanain E.; Arafa Y.,Blockchain and IoT-based secure multimedia retrieval system for a massive crowd: Sharing economy perspective,2019,ICMR 2019 - Proceedings of the 2019 ACM International Conference on Multimedia Retrieval,10.1145/3323873.3326924,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068039137&doi=10.1145%2f3323873.3326924&partnerID=40&md5=81bbf89600f2b6904d0a588fc2459df5,"Blockchain's properties in addressing trust in highly decentralized environments can make it an enabler for novel sharing economy services. In this paper, we demonstrate the practicality of blockchain-based Secure IoT as a Service (SIoTaaS), where an IoT device can be rented from a service provider, securely and in a privacy-preserving fashion. Our framework allows the simultaneous operations of distinct providers of IoT-based sharing economy services at a large scale. Multiple parties can securely share text and multimedia in the context of location and point-of-interest sharing, perform financial transactions by hiding true identity of parties involved in various online transactions, perform user and IoT registration, transfer value transactions via Ethereum tokens between providers and consumers, as well as raw IoT data payload. This can turn smart room IoT devices, such as smart locks, light bulbs, air conditioning and fans into rentable business entities within a secure sharing economy platform. We will demonstrate such a proof of concept IoT sharing economy framework, which is specifically designed to support the temporary IoT needs of very large numbers of users, such as Hajj pilgrims concentrating for a short period of time at a single area in Saudi Arabia. © 2019 Association for Computing Machinery.",Blockchain; IoT as a service; Off-chain; Sharing economy,Rahman:2019:1
Article,Zhu Y.; Zheng G.; Wong K.-K.,Blockchain-empowered decentralized storage in air-to-ground industrial networks,2019,IEEE Transactions on Industrial Informatics,10.1109/TII.2019.2903559,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067046765&doi=10.1109%2fTII.2019.2903559&partnerID=40&md5=755fd9dc5f67f26a5024f289d76438e8,"Blockchain has created a revolution in digital networking by using distributed storage, cryptographic algorithms, and smart contracts. Many areas are benefiting from this technology, including data integrity and security, as well as authentication and authorization. Internet of Things (IoTs) networks often suffers from such security issues, which is slowing down wide-scale adoption. In this paper, we describe the employing of blockchain technology to construct a decentralized platform for storing and trading information in the air-to-ground IoT heterogeneous network. To allow both air and ground sensors to participate in the decentralized network, we design a mutual-benefit consensus process to create uneven equilibrium distributions of resources among the participants. We use a Cournot model to optimize the active density factor set in the heterogeneous air network and then employ a Nash equilibrium to balance the number of ground sensors, which is influenced by the achievable average downlink rate between the air sensors and the ground supporters. Finally, we provide numerical results to demonstrate the beneficial properties of the proposed consensus process for air-to-ground networks and show the maximum active sensor's density utilization of air networks to achieve a high quality of service. © 2005-2012 IEEE.",Blockchain; Cournot model; Industrial internet of thing (iot); smart contract; Stochastic geometry,Zhu:2019:1
Conference Proceedings,Riabi I.; Dhif Y.; Ayed H.K.B.; Zaatouri K.,A blockchain based access control for IoT,2019,"2019 15th International Wireless Communications and Mobile Computing Conference, IWCMC 2019",10.1109/IWCMC.2019.8766506,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073898837&doi=10.1109%2fIWCMC.2019.8766506&partnerID=40&md5=94588474f77715fef7495a44f3696349,"Traditional access control models rely on a central entity. This may cause single point of failure, ethical and privacy problems when applied in the Internet of Things (IoT). A distributed access control can overcome the single point failure problem of centralized access models. In this paper, we propose a distributed and trustworthy access control solution for the IoT by applying the smart contract-enabled blockchain. © 2019 IEEE.",Access control; Blockchain; Internet of Things; Smart Contract,Riabi:2019:1
Conference Proceedings,Attia O.; Khoufi I.; Laouiti A.; Adjih C.,An IoT-Blockchain architecture based on hyperledger framework for healthcare monitoring application,2019,"2019 10th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2019 - Proceedings and Workshop",10.1109/NTMS.2019.8763849,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070364843&doi=10.1109%2fNTMS.2019.8763849&partnerID=40&md5=e338cbe75ba14fe15573e9f1f8947654,"Blockchains are one of the most promising technologies in the domain of the Internet of Things (IoT). At the same time, healthcare monitoring is one of IoT applications where many devices are connected, and collect data that need to be stored in a highly secure way. In this context, we focus on IoT-Blockchain architectures for healthcare monitoring applications. We start our study by exploring both IoT and blockchain technologies and identify how Fabric Hyperledger is a blockchain framework that fits our application needs. In this paper, we propose a security architecture based on this framework. We validate our approach first at a design level through concrete examples, then by showing some implemented functionalities. © 2019 IEEE.",Blockchain; Fabric Hyper-ledger; Healthcare; IoT; NDN,Attia:2019:1
Article,Mondal S.; Wijewardena K.P.; Karuppuswami S.; Kriti N.; Kumar D.; Chahal P.,Blockchain inspired RFID-based information architecture for food supply chain,2019,IEEE Internet of Things Journal,10.1109/JIOT.2019.2907658,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067847591&doi=10.1109%2fJIOT.2019.2907658&partnerID=40&md5=7263159bf96a7b56677eaa27a48d9204,"In this paper, we propose a blockchain inspired Internet-of-Things architecture for creating a transparent food supply chain. The architecture uses a proof-of-object-based authentication protocol, which is analogous to the cryptocurrency's proof-of-work protocol. The complete architecture was realized by integrating a radio frequency identification (RFID)-based sensor at the physical layer and blockchain at the cyber layer. The RFID provides a unique identity of the product and the sensor data, which helps in real time quality monitoring. For this purpose, a small feature size 900-MHz RFID coupled sensor was fabricated and demonstrated for real time sensor data acquisition. The blockchain architecture aids in creating a tamper-proof digital database of the food packages at each instance. A detailed security analysis was performed to investigate the vulnerability of the proposed architecture under different types of cyber attacks. © 2014 IEEE.",Blockchain; Food supply chain (FSC); Internet of Things (IoT); Radio frequency identification (RFID),Mondal:2019:1
Conference Proceedings,Seliem M.; Elgazzar K.,BIoMT: Blockchain for the internet of medical things,2019,"2019 IEEE International Black Sea Conference on Communications and Networking, BlackSeaCom 2019",10.1109/BlackSeaCom.2019.8812784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072326431&doi=10.1109%2fBlackSeaCom.2019.8812784&partnerID=40&md5=0b237b685b3140080cc5755b386103ed,"The Internet of Things promises to connect more than 50 billion devices in a multitude of application domains. However, user privacy and security remain a major challenge in IoMT. In this paper, we present a work in progress for a lightweight blockchain based scheme aiming to secure the Internet of Medical Things (IoMT). The proposed approach consists of four main components: a cloud server, network cluster, medical facility, and smart medical devices. Each medical facility contains a 'bolster', a powerful computing device that operates as a gateway/server to support in-range smart medical devices. The bolster holds a private and secure block role. It is used to securely communicate with other blocks in the same blockchain. Experimental analysis shows that the proposed scheme presents a non-significant overhead; yet it brings major advantages to meet the standard security and privacy requirements in IoMT. © 2019 IEEE.",Blockchain; IoT; Medical IoT; Privacy; Security,Seliem:2019:1
Conference Proceedings,Arena A.; Bianchini A.; Perazzo P.; Vallati C.; Dini G.,BRUSCHETTA: An IoT blockchain-based framework for certifying extra virgin olive oil supply chain,2019,"Proceedings - 2019 IEEE International Conference on Smart Computing, SMARTCOMP 2019",10.1109/SMARTCOMP.2019.00049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070866376&doi=10.1109%2fSMARTCOMP.2019.00049&partnerID=40&md5=6ffbc2b8a78cd3535a21c4e63075d2d7,"Urban population is expected to continuously grow in size. The smart city concepts allows to handle the new challenges and issues created by this growth by applying a wide range of technologies that can provide citizens with a better living environment. Smart agriculture will play an important part of smart cities, as a sustainable and high quality food supply chain is crucial to facilitate the grow of human agglomerates. In this context, European laws imposes very strict requirements in the food industry, in order to ensure that food provenance is always guaranteed. Such fine-grained traceability can be only achieved by applying state-of-the-art technologies. In this paper, we present BRUSCHETTA, a blockchain-based application for the traceability and the certification of the Extra Virgin Olive Oil (EVOO) supply chain. EVOO is an emblematic food product for Italy, but it is also one of the most falsified ones. BRUSCHETTA provides a blockchain-based system to enforce the certification of this product by tracing its entire supply chain: from the plantation to the shops. The goal is to enable the final customer to access a tamper-proof history of the product, including the farming, harvesting, production, packaging, conservation, and transportation processes. BRUSCHETTA leverages Internet of Things (IoT) technologies in order to interconnect sensors dedicated to EVOO quality control, and to let them operate on the blockchain. We also provide a support for the correct tailoring of the BRUSCHETTA blockchain system, and we propose a mechanism for its dynamic auto-tuning to optimize it in case of high loads. © 2019 IEEE.",Blockchain; Food supply chain monitoring; Hyperledger Fabric; Performance evaluation; Smart Agricolture; Smart Cities,Arena:2019:1
